source,target,pct,value_idr
PT GLOBAL MEDIACOM TBK,IPTV,62.77,1032943521441.0
UOB KAY HIAN (HONG KONG) LTD,IPTV,6.66,109538270400.0
RELIANCEVER HOLDINGS INC,IPTV,1.68,27703679055.0
SMART EMPIRE GROUP LTD,IPTV,1.5,24708106800.0
FIDELITY FUNDS,ISAT,1.4,945130395000.0
EMPLOYEES PROVIDENT FUND BOARD,ISAT,1.26,849451449000.0
HSBC LTD-SINGAPORE BRANCH PRIVATE BANKING DIVISION ACCOUNT CLIENTS,ISSP,2.45,81489251844.0
LIE EFFENDI HARSONO,ISSP,2.2,73166940000.0
PT DANATAMA MAKMUR SEKURITAS,ITMA,3.79,91988622000.0
Zurich Assets International Ltd,ITMA,2.89,70212420000.0
"Tesco International Capital, PT",ITMA,2.6,62999438850.0
PT DANATAMA KAPITAL INVESTAMA,ITMA,2.15,52101387000.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,ITMG,1.05,352155047500.0
UOB KAY HIAN PRIVATE LIMITED,JAST,32.42,34749592614.0
DEUTSCHE BK AG (PRIVATE BANKING) SPORE WM CLIENT,JAWA,1.04,26797353000.0
PT. INDOLIFE PENSIONTAMA,JECC,17.58,117608977500.0
PT ASURANSI JIWA CENTRAL ASIA RAYA,JECC,1.85,12371238000.0
SIAUW YUNUS SUBANDI,JGLE,5.47,70386934500.0
REKSA DANA TF SUPER MAXXI,JGLE,1.6,20587260000.0
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,JGLE,1.08,13901217000.0
"Tesco International Capital, PT",JGLE,1.07,13742700000.0
PT BIOFUEL INDO SUMATRA,JGLE,1.03,13296390000.0
FIDELITY FUNDS,JGLE,1.03,13210149912.0
UBS SWITZERLAND AG,JIHD,2.91,36320615000.0
UBS AG HONG KONG,JIHD,1.94,24128500000.0
BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,JKON,2.41,27892586430.0
DRA MEDYA LENGKEY S.,JKON,2.18,25224993600.0
REKSA DANA MINNA PADI PRINGGONDANI SAHAM,JMAS,2.33,4743221748.0
REKSA DANA MINNA PADI PASOPATI SAHAM,JMAS,2.04,4157291928.0
BANK JULIUS BAER & CO. LTD,JPFA,3.38,931359990000.0
"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",JPFA,3.21,884206382250.0
UBS AG SINGAPORE BRANCH,JPFA,1.99,547620265000.0
UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,JPFA,1.08,297558081000.0
BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,JRPT,16.54,2370082878000.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,JSKY,20.34,21502870116.0
MAYBANK SECURITIES PTE. LTD.,JSKY,2.46,2600000000.0
PT DANANTARA ASSET MANAGEMENT (PERSERO),JSMR,69.3,15441193557940.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,JSMR,3.41,759899395310.0
PT TASPEN (PERSERO),JSMR,2.98,663588543400.0
EMPLOYEES PROVIDENT FUND BOARD,JSMR,1.46,324979101950.0
SUZANNA TANOJO,JSPT,14.37,479757402720.0
JPMORGAN CHASE BANK NA SINGAPORE BRANCH,JSPT,9.21,307522939680.0
MORGAN STANLEY AND CO INTERNATIONAL PLC,JSPT,1.51,50276880000.0
DRS SURONO SUBEKTI,JTPE,1.0,41128500000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,KAEF,4.43,113902219200.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,KAYU,4.05,485089200.0
SALIM LIM,KBAG,8.47,26644965600.0
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,KBLI,4.71,60427104000.0
REKSA DANA SUCORINVEST EQUITY FUND,KBLI,4.51,57834592000.0
REKSA DANA SUCORINVEST SHARIA EQUITY FUND,KBLI,3.63,46594816000.0
CACEIS BANK/NON TREATY UCITS CLIENTS,KBLI,1.72,21992832000.0
MANOJ PITAMBER NANWANI,KBLI,1.62,20813440000.0
REKSA DANA SUCORINVEST MAXI FUND,KBLI,1.26,16172352000.0
HAIYANTO,KBLM,1.19,4540496000.0
"KHARISMA BUANA NUSANTARA, PT",KBLV,4.0,7317105180.0
SIAUW YUNUS SUBANDI,KBLV,2.62,4790845500.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,KBRI,75.25,326869716450.0
PT. HOKI INVESTASI SEJATI,KDSI,5.0,36603773600.0
SUKARTO BUJUNG,KDSI,3.71,27172838800.0
RUDY SUSANTO,KETR,1.7,19396500000.0
"UBS AG, LONDON",KETR,1.49,17036880600.0
UBS AG SINGAPORE BRANCH,KIJA,3.84,139322387598.0
GOVERNMENT OF NORWAY,KIJA,1.24,44899516800.0
"PANIN SEKURITAS Tbk, PT",KIJA,1.04,37641164220.0
UOB KAY HIAN PRIVATE LIMITED,KINO,3.55,59268857310.0
"CAPITAL LIFE SYARIAH, PT",KIOS,3.25,3465000000.0
KOKARJADI CHANDRA,KIOS,1.86,1980000000.0
KINGSWOOD UNION CORPORATION,KIOS,1.86,1980000000.0
REKSA DANA NARADA SAHAM INDONESIA,KJEN,5.92,3346528900.0
PT GRIYA INSANI CAKRA SADAYA,KLBF,3.43,1557237515000.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,KLBF,2.01,910884514000.0
GOVERNMENT OF NORWAY,KLBF,1.24,561720016000.0
DRS SURONO SUBEKTI,KMDS,2.27,10608916500.0
DEUTSCHE BK AG (PRIVATE BANKING) SPORE WM CLIENT,KMTR,2.43,51200000000.0
BANK OF SINGAPORE LIMITED,KMTR,2.06,43390182400.0
DBS BANK LTD.,KMTR,2.02,42480332800.0
"GADING DANALESTARI, PT",KOBX,3.88,11644446000.0
PINKY NK,KOIN,3.24,2635582000.0
MANOJ PITAMBER NANWANI,KOIN,1.8,1462501500.0
PT. INDOLIFE PENSIONTAMA,KONI,3.99,18004700000.0
DMS INVESTAMA PT,KOTA,43.54,261723254280.0
PT ASKAR PELANGI ABADI,KOTA,2.18,13098600000.0
PT. MNC ASIA HOLDING TBK,KPIG,18.35,1851200427100.0
SMART EMPIRE GROUP LTD,KPIG,15.75,1588227642564.0
RELIANCEVER HOLDINGS INC,KPIG,2.44,246522364086.0
PT GLOBAL MEDIACOM TBK,KPIG,1.73,174250058100.0
PT MNC KAPITAL INDONESIA TBK,KPIG,1.67,168733640100.0
TJOMO TJENGUNDORO.TJENG,KPIG,1.22,123165601400.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,KRAS,1.31,74855440000.0
"ASURANSI JIWA KRESNA, PT",KREN,13.77,40103476800.0
PT KARYA KARUNIA PERSADA,KREN,4.27,12444984000.0
TJOMO TJENGUNDORO.TJENG,KREN,1.02,2958739200.0
PT GRIYA INSANI CAKRA SADAYA,KSIX,3.74,26080000000.0
HERI SANTOSO LIEM,LAND,1.21,1967580400.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,LCGP,6.57,42190633578.0
REKSA DANA TREASURE SAHAM MANTAP,LCGP,4.8,30780000000.0
REKSA DANA TF SUPER MAXXI,LCGP,4.8,30780000000.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,LCGP,4.8,30780000000.0
PT. ASURANSI JIWA IFG,LCGP,4.68,30025150710.0
"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",LCGP,4.47,28714185480.0
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,LCGP,4.34,27838902600.0
REKSA DANA EMCO MANTAP,LCGP,3.44,22091763600.0
REKSA DANA MINNA PADI PRINGGONDANI SAHAM,LCGP,2.33,14981654508.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,LCGP,1.52,9778121772.0
MORGAN STANLEY AND CO INTERNATIONAL PLC,LCGP,1.1,7045200000.0
REKSA DANA AURORA SMC EQUITY,LCGP,1.04,6660427200.0
MANOJ PITAMBER NANWANI,LEAD,5.08,35380290720.0
PINKY NK,LEAD,3.36,23369364000.0
PT SINAR MAS MULTIARTHA Tbk,LIFE,12.5,1890000000000.0
ASURANSI SIMAS JIWA,LIFE,2.11,319596487200.0
SINAR MAS CAKRAWALA,LIFE,1.61,243999972000.0
MAYBANK SECURITIES PTE. LTD.,LINK,4.76,252657045445.0
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,LINK,1.08,57521880500.0
JPMORGAN CHASE BANK NA SINGAPORE BRANCH,LION,4.61,9552000000.0
WIDAYANTI DARMAWAN,LMAS,1.58,622400000.0
SIAUW YUNUS SUBANDI,LMAS,1.42,560000000.0
SUWANTARA GOTAMA,LMSH,2.42,595200000.0
BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,LPGI,18.1,358380000000.0
PT. MULTIPOLAR TBK,LPIN,81.71,157649865600.0
SIAUW YUNUS SUBANDI,LPIN,2.41,4656950400.0
BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,LPKR,25.79,1389432217208.0
DBS BANK LTD.,LPKR,5.11,275449125600.0
"KHARISMA BUANA NUSANTARA, PT",LPKR,1.87,100606579584.0
PT. MULTIPOLAR TBK,LPKR,1.71,91936348800.0
MORGAN STANLEY AND CO INTERNATIONAL PLC,LPKR,1.21,65077865352.0
OCBC SECURITIES PRIVATE LIMITED,LPKR,1.19,64385782068.0
MAYBANK SECURITIES PTE. LTD.,LPKR,1.18,63551200000.0
MANOJ PITAMBER NANWANI,LPKR,1.01,54341375600.0
BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,LPLI,50.6,170564488992.0
SIAUW YUNUS SUBANDI,LPLI,4.24,14298163200.0
"KHARISMA BUANA NUSANTARA, PT",LPLI,4.0,13483385856.0
IEVAN DANIAR SUMAMPOW,LPLI,1.71,5760000000.0
ENDANG LESTARI PUJIASTUTI,LPLI,1.23,4140720000.0
PT. MULTIPOLAR TBK,LPPF,9.3,384285360000.0
PHILLIP SECURITIES PTE LTD,LPPF,2.25,92928498000.0
MANOJ PITAMBER NANWANI,LPPF,1.71,70649346000.0
BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,LPPS,67.52,139810939920.0
SIAUW YUNUS SUBANDI,LPPS,3.96,8195405280.0
DBS BANK LTD.,LPPS,3.3,6837976000.0
"GADING DANALESTARI, PT",LRNA,12.94,9147671000.0
SIAUW YUNUS SUBANDI,LRNA,7.58,5362292000.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,LSIP,4.41,433333152000.0
PT TASPEN (PERSERO),LSIP,3.41,334907280000.0
DRS LO KHENG HONG,LSIP,1.31,128224368000.0
Resources Fortune LTD,LTLS,1.22,14881308000.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,LUCK,1.91,1324011200.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,MABA,16.62,127715530000.0
REKSA DANA NARADA SAHAM INDONESIA,MABA,4.89,37593105000.0
REKSA DANA NARADA SAHAM INDONESIA II,MABA,4.16,31983155000.0
REKSA DANA EMCO MANTAP,MABA,4.0,30726425000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,MABA,3.74,28739716300.0
YOHANES HALIM,MABA,3.55,27296785000.0
REKSA DANA NARADA CAMPURAN I,MABA,3.45,26472820000.0
"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",MABA,3.13,24070257800.0
REKSA DANA MINNA PADI PASOPATI SAHAM,MABA,1.16,8939532650.0
REKSA DANA MINNA PADI PRINGGONDANI SAHAM,MABA,1.02,7827501350.0
DANA PENSIUN KARYAWAN PANIN BANK,MAGP,6.67,30000000000.0
UOB KAY HIAN PRIVATE LIMITED,MAIN,3.42,70046830395.0
BANK OF SINGAPORE LIMITED,MAIN,2.56,52413299925.0
DRS LO KHENG HONG,MAIN,1.24,25305789000.0
MAYBANK SECURITIES PTE. LTD.,MAIN,1.01,20625896145.0
PT. PRUDENTIAL LIFE ASSURANCE,MAPA,1.42,252798000000.0
UOB KAY HIAN PRIVATE LIMITED,MAPB,3.18,115900000000.0
PT SATYA MULIA GEMA GEMILANG,MAPI,51.0,10201530000000.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,MAPI,3.76,752010616000.0
EMPLOYEES PROVIDENT FUND BOARD,MAPI,2.24,447579777500.0
PT. PRUDENTIAL LIFE ASSURANCE,MAPI,1.78,356835204000.0
BANK OF SINGAPORE LIMITED,MAPI,1.47,294308838500.0
GOVERNMENT OF NORWAY,MAPI,1.07,214153805000.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,MARK,4.77,139601385000.0
UOB KAY HIAN PRIVATE LIMITED,MASB,4.51,201135000000.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,MAYA,4.59,228000019000.0
GARIBALDI THOHIR,MBMA,2.26,1781823917130.0
WINATO KARTONO,MBMA,2.03,1600779268490.0
EDWIN SOERYADJAYA,MBMA,1.7,1340647993000.0
SUWANTARA GOTAMA,MBSS,2.42,64702629000.0
PT YULIE SEKURITAS INDONESIA TBK,MBTO,3.17,3694620400.0
SIAUW YUNUS SUBANDI,MBTO,2.67,3119035000.0
BANK OF SINGAPORE LIMITED,MCAS,9.57,33394381200.0
PT KARYA KARUNIA PERSADA,MCAS,5.09,17744239800.0
PT SOTERIA WICAKSANA INVESTAMA,MCAS,3.45,12024985800.0
UOB KAY HIAN PRIVATE LIMITED,MCOR,8.21,211672607008.0
BROADBAND GLOBAL PARTNERS INC,MCOR,4.41,113633183504.0
KINGSWOOD UNION CORPORATION,MCOR,1.88,48366715504.0
DMS INVESTAMA PT,MDIA,6.72,134385000000.0
SUWANTARA GOTAMA,MDIA,1.37,27386637900.0
MAYBANK SECURITIES PTE. LTD.,MDIY,3.62,702332939000.0
SARATOGA INVESTAMA SEDAYA TBK PT,MDKA,19.37,14882008214680.0
GARIBALDI THOHIR,MDKA,7.46,5733836419560.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,MDKA,2.15,1655096596780.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,MDKA,1.41,1082771613360.0
DRA MEDYA LENGKEY S.,MDKI,2.54,12278549600.0
FIDELITY FUNDS,MDLA,1.12,33076281000.0
"PANIN SEKURITAS Tbk, PT",MDLN,15.29,103482717480.0
HAIYANTO,MDLN,9.71,65717827200.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,MDLN,6.59,44582405400.0
MANOJ PITAMBER NANWANI,MDLN,1.77,12007294200.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,MEDC,1.01,465217685000.0
HERI SANTOSO LIEM,MEDS,1.35,1202700000.0
PT. INDOLIFE PENSIONTAMA,MEGA,4.89,2612545940550.0
PT ASURANSI CENTRAL ASIA,MEGA,4.01,2141800274250.0
DJONI,MENN,4.88,3710000000.0
CITIBANK NEW YORK S/A RAINBOW FUND LP,MERK,2.16,29683523000.0
CACEIS BANK/NON TREATY UCITS CLIENTS,MERK,1.19,16381213000.0
CITIBANK HONG KONG S/A PBG CLIENTS SG,MGLV,1.76,157450000000.0
BANK OF SINGAPORE LIMITED,MGLV,1.76,157450000000.0
SUZANNA TANOJO,MGNA,1.46,9214850000.0
PT. Victoria Investama Tbk,MGNA,1.44,9067516000.0
PT. BINTANG MITRA SEMESTARAYA TBK,MGNA,1.41,8892950000.0
PT Prolestari Megapersada,MGNA,1.39,8787500000.0
PT ASKAR PELANGI ABADI,MGNA,1.25,7862500000.0
MAYBANK SECURITIES PTE. LTD.,MGRO,4.95,124960000000.0
SUKARTO BUJUNG,MICE,11.51,34521650000.0
PT. HOKI INVESTASI SEJATI,MICE,6.59,19773450000.0
UOB KAY HIAN PRIVATE LIMITED,MICE,3.06,9192250000.0
MAYBANK SECURITIES PTE. LTD.,MICE,2.15,6438300000.0
"SUMBER ALFARIA TRIJAYA, TBK",MIDI,77.09,7784192846000.0
PT. PRUDENTIAL LIFE ASSURANCE,MIDI,1.54,155610299988.0
GOVERNMENT OF NORWAY,MIDI,1.2,121635875600.0
PT GRIYA INSANI CAKRA SADAYA,MIKA,64.65,18792738272000.0
GOVERNMENT OF NORWAY,MIKA,2.36,684596638000.0
PT TIRTA ORISA YASA,MINA,30.48,732000000000.0
HAPSORO,MINA,19.68,472682816796.0
DJONI,MINA,5.33,128100000000.0
PT SENTOSA BERSAMA MITRA,MINA,3.66,87840000000.0
ZICO TRUST (S) LTD,MINE,1.41,19175272330.0
IRENE THESMAN,MIRA,1.96,1708885464.0
ASURANSI SIMAS JIWA,MKNT,5.01,275587200.0
PT. MEGAH ANGKASA PERKASA,MKNT,4.72,259725000.0
REKSA DANA NARADA SAHAM INDONESIA II,MKNT,3.3,181274300.0
KINGSWOOD UNION CORPORATION,MKNT,3.17,174538200.0
REKSA DANA NARADA SAHAM INDONESIA,MKNT,3.04,167289600.0
PT ASKAR PELANGI ABADI,MKNT,2.55,140275000.0
REKSA DANA NARADA CAMPURAN I,MKNT,1.21,66436100.0
"PANIN SEKURITAS Tbk, PT",MKPI,2.89,635220640000.0
DRA MEDYA LENGKEY S.,MKPI,2.62,576690380800.0
UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,MLIA,4.86,91975455000.0
STANDARD CHARTERED BANK (SINGAPORE) LIMITED,MLIA,1.51,28600000000.0
BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,MLPL,32.13,463549521736.0
UBS AG SINGAPORE BRANCH,MLPL,16.08,231982254816.0
BANK OF SINGAPORE LIMITED,MLPL,2.74,39549466000.0
WIDAYANTI DARMAWAN,MLPL,1.17,16888338800.0
PT. MULTIPOLAR TBK,MLPT,84.95,23931068750000.0
"KHARISMA BUANA NUSANTARA, PT",MLPT,4.16,1171950000000.0
Resources Fortune LTD,MLPT,1.65,465775000000.0
PT GLOBAL MEDIACOM TBK,MNCN,39.27,1217402846536.0
PT PENDANAAN EFEK INDONESIA,MNCN,4.35,134755229600.0
PT. MNC ASIA HOLDING TBK,MNCN,2.07,64188096200.0
"PANIN SEKURITAS Tbk, PT",MNCN,1.96,60798116940.0
STANDARD CHARTERED BANK (SINGAPORE) LIMITED,MOLI,1.07,7718172476.0
UOB KAY HIAN PRIVATE LIMITED,MORA,4.97,5102372212000.0
BOQUETE GROUP S.A.,MORA,4.86,4991000000000.0
CASCADEN INVESTMENT LIMITED,MORA,4.83,4960620000000.0
CITIBANK HONG KONG S/A CITIBANK HK SA PBG CLIENTS HK,MORA,4.83,4952104052000.0
SARATOGA INVESTAMA SEDAYA TBK PT,MPMX,57.67,2479481870180.0
PERSADA CAPITAL INVESTAMA,MPMX,5.09,218687000000.0
GOVERNMENT OF NORWAY,MPMX,1.03,44100000000.0
PHILLIP SECURITIES PTE LTD,MPOW,44.8,34405326716.0
PT. MULTIPOLAR TBK,MPPA,50.14,325042038100.0
SIAUW YUNUS SUBANDI,MRAT,1.52,2731092000.0
PT. GRAHA SENTOSA PERSADA,MREI,20.53,105750128320.0
BANK OF SINGAPORE LIMITED,MREI,6.43,33148280725.0
BANK JULIUS BAER & CO. LTD,MREI,5.0,25737332670.0
CA INDOSUEZ (SWITZERLAND) SA,MREI,4.92,25339332670.0
LGT BANK AG,MREI,4.28,22070748715.0
"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",MREI,1.16,5970885550.0
DEUTSCHE BK AG (PRIVATE BANKING) SPORE WM CLIENT,MREI,1.12,5771000000.0
PT GLOBAL MEDIACOM TBK,MSIN,7.97,3048049068750.0
PT MNC KAPITAL INDONESIA TBK,MSIN,3.8,1451623362840.0
GOVERNMENT OF NORWAY,MSTI,1.45,62406850000.0
FIDELITY FUNDS,MSTI,1.32,56944250000.0
PT. AIA FINANCIAL,MSTI,1.04,44904750000.0
DRA MEDYA LENGKEY S.,MTDL,16.6,1151538085325.0
PANGOLIN INV MANAG PTE LTD-PANGOLIN ASIA FUND,MTDL,6.43,445967404600.0
DRS SURONO SUBEKTI,MTDL,3.04,211210108000.0
SUKARTO BUJUNG,MTDL,2.58,179221559500.0
PT. HOKI INVESTASI SEJATI,MTDL,2.51,174387815000.0
FIDELITY FUNDS,MTDL,1.26,87698000500.0
DMS INVESTAMA PT,MTFN,2.41,18420000000.0
PT BIOFUEL INDO SUMATRA,MTFN,1.77,13500000000.0
REKSA DANA OSO FLORES EQUITY FUND,MTFN,1.58,12085416000.0
"GADING DANALESTARI, PT",MTFN,1.55,11856002400.0
DBS BANK LTD.,MTFN,1.26,9600000000.0
PETROMINE ENERGY TRADING,MTFN,1.1,8411592000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,MTFN,1.1,8431502400.0
PT YULIE SEKURITAS INDONESIA TBK,MTLA,7.24,357266119845.0
PT. INDOLIFE PENSIONTAMA,MTLA,3.85,190220175000.0
MAYBANK SECURITIES PTE. LTD.,MTLA,2.83,139900500000.0
ZICO TRUST (S) LTD,MTMH,3.99,80800314000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,MTPS,5.03,8488330200.0
REKSA DANA EMCO MANTAP,MTPS,1.96,3313296900.0
REKSA DANA MINNA PADI PRINGGONDANI SAHAM,MTPS,1.76,2980049292.0
REKSA DANA MINNA PADI PASOPATI SAHAM,MTPS,1.14,1921974399.0
DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,MTRA,2.32,4361280400.0
"PT. BATAVIA PROSPERINDO INTERNASIONAL, TBK",MTWI,85.9,879234164550.0
UOB KAY HIAN PRIVATE LIMITED,MTWI,1.49,15251180000.0
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,MYOH,3.6,105376985000.0
REKSA DANA SUCORINVEST SHARIA EQUITY FUND,MYOH,2.29,66864137500.0
REKSA DANA SUCORINVEST EQUITY FUND,MYOH,1.91,55975685000.0
GOVERNMENT OF NORWAY,MYOR,1.54,631355444250.0
FIDELITY FUNDS,MYOR,1.32,538773594000.0
PT. PRUDENTIAL LIFE ASSURANCE,MYOR,1.26,513708678750.0
SAFARI ASIA LIMITED,NANO,3.5,5250000000.0
SIAUW YUNUS SUBANDI,NANO,1.67,2507211000.0
REKSA DANA GEMILANG DANA SAHAM INDONESIA,NASA,4.91,20536974600.0
REKSA DANA FOSTER EQUITY FUND,NASA,3.66,15325780000.0
PT.Pacific Indocorpora Indonesia,NASA,3.01,12579086800.0
PT SEJAHTERA MAHKOTA PERSADA,NASA,2.96,12385530000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,NASA,2.35,9835278864.0
"TIRTA CITRA SOLUSI, PT",NASA,1.95,8170000000.0
REKSA DANA EMCO MANTAP,NASA,1.03,4314109600.0
HARTARTO CIPUTRA,NASI,2.44,2979667900.0
ASURANSI SIMAS JIWA,NATO,1.25,61533548250.0
BANGKOK BANK PUBLIC COMPANY LIMITED,NCKL,2.37,1625752607500.0
CITIBANK HONG KONG S/A PBG CLIENTS SG,NEST,5.01,69628000000.0
BANK OF SINGAPORE LIMITED,NFCX,6.04,73530929000.0
PT KARYA KARUNIA PERSADA,NFCX,2.51,30488815000.0
PT SOTERIA WICAKSANA INVESTAMA,NFCX,1.24,15110452500.0
PT GRIYA INSANI CAKRA SADAYA,NFCX,1.02,12464750000.0
BOOM SECURITIES (H.K.) LIMITED,NICK,4.97,39795789000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,NIKL,10.31,72842728000.0
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,NIKL,1.39,9820160000.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,NIKL,1.37,9683100000.0
DJONI,NINE,5.1,13420000000.0
"CAPITAL LIFE INDONESIA, PT",NIRO,4.87,194652000000.0
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,NIRO,2.43,97274556000.0
REKSA DANA SUCORINVEST EQUITY FUND,NIRO,1.77,70899552000.0
REKSA DANA CAPITAL EQUITY FUND,NIRO,1.53,61067484000.0
OCBC SECURITIES PRIVATE LIMITED,NOBU,6.9,294318759000.0
SARATOGA INVESTAMA SEDAYA TBK PT,NRCA,5.98,83643112000.0
"UBS AG, LONDON",NRCA,1.02,14266336000.0
PT SAMUEL SEKURITAS INDONESIA,NSSS,4.74,1061598024000.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,NUSA,38.01,146353095000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,NUSA,4.26,16405249500.0
REKSA DANA EMCO MANTAP,NUSA,3.99,15363440000.0
"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",NUSA,2.63,10142380350.0
REKSA DANA SAHAM EMCO PESONA,NUSA,2.62,10100440000.0
PT Yuanta Sekuritas Indonesia,NUSA,1.3,4995565000.0
OCBC SECURITIES PRIVATE LIMITED,OASA,4.51,68066614840.0
UBS AG SINGAPORE BRANCH,OASA,1.11,16780522486.0
PT. KB VALBURY SEKURITAS,OASA,1.02,15470000000.0
Resources Fortune LTD,OASA,1.01,15246280000.0
DRS SURONO SUBEKTI,OBAT,12.83,30380260800.0
UOB KAY HIAN (HONG KONG) LTD,OCAP,45.0,19548732000.0
BANQUE PICTET AND CIE SA,OKAS,1.66,4364034597.0
DEUTSCHE BK AG (PRIVATE BANKING) SPORE WM CLIENT,OKAS,1.3,3426876471.0
"EFG BANK AG, SINGAPORE BRANCH A/C CLIENTS",OMED,4.99,348300000000.0
PT SATYA MULIA GEMA GEMILANG,OMRE,2.66,59114388265.0
DBS BANK LTD.,PACK,2.09,57510910000.0
BARCLAYS CAPITAL SECURITIES LIMITED,PADA,1.0,3820284600.0
PT SENTOSA BERSAMA MITRA,PADI,4.67,49150332600.0
GARIBALDI THOHIR,PALM,19.9,1133217212256.0
WINATO KARTONO,PALM,7.79,443479087786.0
PT. AMAN DHITYA INVESTAMA,PANR,4.5,32148385750.0
"BANK PAN INDONESIA TBK, PT",PANS,29.0,350784000000.0
REKSA DANA PANIN DANA MAKSIMA,PANS,2.0,24217636800.0
WIDAYANTI DARMAWAN,PANS,1.57,19016760000.0
NITA WULANSARI NUGROHO,PANS,1.21,14616000000.0
"PANIN SEKURITAS Tbk, PT",PANS,1.19,14399616000.0
BARCLAYS CAPITAL SECURITIES LIMITED,PART,1.47,4788248000.0
UBS AG SINGAPORE BRANCH,PBRX,3.53,31090732755.0
TJOMO TJENGUNDORO.TJENG,PBRX,1.32,11655119200.0
BANK OF SINGAPORE LIMITED,PBSA,4.22,132297940500.0
UOB KAY HIAN PRIVATE LIMITED,PBSA,1.71,53722509500.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,PCAR,26.19,11915865702.0
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,PCAR,3.19,1450468500.0
REKSA DANA SYARIAH AURORA SHARIA EQUITY,PCAR,2.7,1228305000.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,PCAR,2.33,1060928700.0
Reksa Dana Syariah Pan Arcadia Ekuitas Syariah Progresif,PCAR,2.17,988895154.0
REKSA DANA TF SUPER MAXXI,PCAR,2.04,929186700.0
